,active,tot_price_pl,tot_sl_pl,invested,triggered,cur_price_pl,enter_price,stop_loss,dxv,cur_sl_pl
0,True,,,,False,,8093.36138999,8073.127986515025,20.233403474975002,
1,True,,,,False,,8093.36138999,8073.127986515025,20.233403474975002,
2,True,,,,False,,8093.36138999,8073.127986515025,20.233403474975002,
3,True,,,,False,,8093.36138999,8073.127986515025,20.233403474975002,
4,True,,,,True,,8093.36138999,8073.127986515025,20.233403474975002,
5,False,,,,False,,,,,
6,False,,,,False,,,,,
7,False,,,,False,,,,,
8,False,,,,False,,,,,
9,False,,,,False,,,,,
10,False,,,,False,,,,,
11,False,,,,False,,,,,
12,False,,,,False,,,,,
13,False,,,,False,,,,,
14,False,,,,False,,,,,
15,False,,,,False,,,,,
16,False,,,,False,,,,,
17,False,,,,False,,,,,
18,False,,,,False,,,,,
19,False,,,,False,,,,,
20,False,,,,False,,,,,
21,True,,,,False,,7955.33239576,7935.4440647706,19.8883309894,
22,True,,,,False,,7955.33239576,7935.4440647706,19.8883309894,
23,True,,,,False,,7955.33239576,7935.4440647706,19.8883309894,
24,True,,,,True,,7955.33239576,7935.4440647706,19.8883309894,
25,False,,,,False,,,,,
26,False,,,,False,,,,,
27,True,,,,False,,7931.84527299,7912.015659807525,19.829613182475,
28,True,,,,False,,7931.84527299,7912.015659807525,19.829613182475,
29,True,,,,False,,7931.84527299,7912.015659807525,19.829613182475,
30,True,,,,False,,7931.84527299,7912.015659807525,19.829613182475,
31,True,,,,False,,7931.84527299,7912.015659807525,19.829613182475,
32,True,,,,False,,7931.84527299,7914.2427378075245,19.829613182475,
33,True,,,,False,,7931.84527299,7914.2427378075245,19.829613182475,
34,True,,,,False,,7931.84527299,7914.2427378075245,19.829613182475,
35,True,,,,False,,7931.84527299,7914.2427378075245,19.829613182475,
36,True,,,,False,,7931.84527299,7914.2427378075245,19.829613182475,
37,True,,,,True,,7931.84527299,7914.2427378075245,19.829613182475,
38,False,,,,False,,,,,
39,False,,,,False,,,,,
40,False,,,,False,,,,,
41,True,,,,False,,7891.69908106,7871.96983335735,19.72924770265,
42,True,,,,False,,7891.69908106,7871.96983335735,19.72924770265,
43,True,,,,False,,7891.69908106,7871.96983335735,19.72924770265,
44,True,,,,False,,7891.69908106,7880.10428624735,19.72924770265,
45,True,,,,False,,7891.69908106,7880.10428624735,19.72924770265,
46,True,,,,True,,7891.69908106,7880.10428624735,19.72924770265,
47,False,,,,False,,,,,
48,False,,,,False,,,,,
49,False,,,,False,,,,,
50,True,,,,False,,7890.912877,7871.1855948075,19.7272821925,
51,True,,,,False,,7890.912877,7871.1855948075,19.7272821925,
52,True,,,,False,,7890.912877,7871.1855948075,19.7272821925,
53,True,,,,True,,7890.912877,7871.1855948075,19.7272821925,
54,False,,,,False,,,,,
55,True,,,,False,,7878.69983902,7859.00308942245,19.69674959755,
56,True,,,,False,,7878.69983902,7859.00308942245,19.69674959755,
57,True,,,,False,,7878.69983902,7859.00308942245,19.69674959755,
58,True,,,,False,,7878.69983902,7862.93771139245,19.69674959755,
59,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
60,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
61,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
62,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
63,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
64,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
65,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
66,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
67,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
68,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
69,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
70,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
71,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
72,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
73,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
74,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
75,True,,,,False,,7878.69983902,7882.36560739245,19.69674959755,
76,True,,,,True,,7878.69983902,7882.36560739245,19.69674959755,
77,False,,,,False,,,,,
78,False,,,,False,,,,,
79,False,,,,False,,,,,
80,False,,,,False,,,,,
81,False,,,,False,,,,,
82,False,,,,False,,,,,
83,False,,,,False,,,,,
84,False,,,,False,,,,,
85,True,,,,False,,7591.80320702,7572.82369900245,18.97950801755,
86,True,,,,False,,7591.80320702,7572.82369900245,18.97950801755,
87,True,,,,False,,7591.80320702,7572.82369900245,18.97950801755,
88,True,,,,False,,7591.80320702,7630.56313289245,18.97950801755,
89,True,,,,False,,7591.80320702,7650.16049145245,18.97950801755,
90,True,,,,True,,7591.80320702,7650.16049145245,18.97950801755,
91,False,,,,False,,,,,
92,False,,,,False,,,,,
93,False,,,,False,,,,,
94,False,,,,False,,,,,
