,cur_price_pl,enter_price,cur_sl_pl,stop_loss,tot_price_pl,tot_sl_pl,dxv
0,-0.004987531172069825,7650.0,-0.05473815461346631,7267.5,-0.004987531172069825,0.0,382.5
1,-0.004987531172069825,7650.0,-0.05473815461346631,7267.5,-0.004987531172069825,0.0,382.5
2,-0.0022735882632437666,7650.0,-0.05202421170464025,7288.36573174,-0.0022735882632437666,0.0,382.5
3,-0.009585660334350281,7650.0,-0.05202421170464025,7288.36573174,-0.009585660334350281,0.0,382.5
4,-0.016332095809945782,7650.0,-0.05202421170464025,7288.36573174,-0.016332095809945782,0.0,382.5
5,-0.024367512427186787,7650.0,-0.05202421170464025,7288.36573174,-0.024367512427186787,0.0,382.5
6,-0.021565810845445135,7650.0,-0.05202421170464025,7288.36573174,-0.021565810845445135,0.0,382.5
7,-0.023351409545303434,7650.0,-0.05202421170464025,7288.36573174,-0.023351409545303434,0.0,382.5
8,-0.019527399335885747,7650.0,-0.05202421170464025,7288.36573174,-0.019527399335885747,0.0,382.5
9,-0.02020536893061458,7650.0,-0.05202421170464025,7288.36573174,-0.02020536893061458,0.0,382.5
10,-0.019703131513363635,7650.0,-0.05202421170464025,7288.36573174,-0.019703131513363635,0.0,382.5
11,-0.04535987207269071,7650.0,-0.05202421170464025,7288.36573174,-0.04535987207269071,0.0,382.5
12,-0.046646219308376126,7650.0,-0.05202421170464025,7288.36573174,-0.046646219308376126,0.0,382.5
13,-0.04499628648104235,7650.0,-0.05202421170464025,7288.36573174,-0.04499628648104235,0.0,382.5
14,-0.03737421152999848,7650.0,-0.05202421170464025,7288.36573174,-0.03737421152999848,0.0,382.5
15,-0.04363068564377288,7650.0,-0.05202421170464025,7288.36573174,-0.04363068564377288,0.0,382.5
16,-0.042375329608820976,7650.0,-0.05202421170464025,7288.36573174,-0.042375329608820976,0.0,382.5
17,-0.03360226883770962,7650.0,-0.05202421170464025,7288.36573174,-0.03360226883770962,0.0,382.5
18,-0.027044593616341497,7650.0,-0.05202421170464025,7288.36573174,-0.027044593616341497,0.0,382.5
19,-0.02034935377852423,7650.0,-0.05202421170464025,7288.36573174,-0.02034935377852423,0.0,382.5
20,-0.040661540723416906,7650.0,-0.05202421170464025,7288.36573174,-0.040661540723416906,0.0,382.5
21,-0.035511213968216535,7650.0,-0.05202421170464025,7288.36573174,-0.035511213968216535,0.0,382.5
22,-0.03604555975498505,7650.0,-0.05202421170464025,7288.36573174,-0.03604555975498505,0.0,382.5
23,-0.028598813175443705,7650.0,-0.05202421170464025,7288.36573174,-0.028598813175443705,0.0,382.5
24,-0.02960126016152749,7650.0,-0.05202421170464025,7288.36573174,-0.02960126016152749,0.0,382.5
25,-0.032016735605388515,7650.0,-0.05202421170464025,7288.36573174,-0.032016735605388515,0.0,382.5
26,-0.030425240965918424,7650.0,-0.05202421170464025,7288.36573174,-0.030425240965918424,0.0,382.5
27,-0.03110498160740299,7650.0,-0.05202421170464025,7288.36573174,-0.03110498160740299,0.0,382.5
28,-0.037504278519387806,7650.0,-0.05202421170464025,7288.36573174,-0.037504278519387806,0.0,382.5
29,-0.004987531172069716,7251.0,-0.05473815461346631,6888.45,-0.057011742876709966,-0.05202421170464025,362.55
30,-0.04294083941028686,7251.0,-0.05473815461346631,6888.45,-0.09496505111492712,-0.05202421170464025,362.55
31,-0.03921184337871691,7251.0,-0.05473815461346631,6888.45,-0.09123605508335716,-0.05202421170464025,362.55
32,-0.0401598393896516,7251.0,-0.05473815461346631,6888.45,-0.09218405109429184,-0.05202421170464025,362.55
33,-0.03989521993068621,7251.0,-0.05473815461346631,6888.45,-0.09191943163532645,-0.05202421170464025,362.55
34,-0.038744677404544,7251.0,-0.05473815461346631,6888.45,-0.09076888910918425,-0.05202421170464025,362.55
35,-0.04928512119251926,7251.0,-0.05473815461346631,6888.45,-0.10130933289715952,-0.05202421170464025,362.55
36,-0.03870010492149827,7251.0,-0.05473815461346631,6888.45,-0.09072431662613853,-0.05202421170464025,362.55
37,-0.0416743225492226,7251.0,-0.05473815461346631,6888.45,-0.09369853425386285,-0.05202421170464025,362.55
38,-0.0475270243918544,7251.0,-0.05473815461346631,6888.45,-0.09955123609649465,-0.05202421170464025,362.55
39,-0.02872731290507688,7251.0,-0.05473815461346631,6888.45,-0.08075152460971713,-0.05202421170464025,362.55
40,-0.034916412349184855,7251.0,-0.05473815461346631,6888.45,-0.0869406240538251,-0.05202421170464025,362.55
41,-0.044370684627395,7251.0,-0.05473815461346631,6888.45,-0.09639489633203524,-0.05202421170464025,362.55
42,-0.03919108999157047,7251.0,-0.05473815461346631,6888.45,-0.09121530169621073,-0.05202421170464025,362.55
43,-0.04203805750557393,7251.0,-0.05473815461346631,6888.45,-0.09406226921021418,-0.05202421170464025,362.55
44,-0.036577383142227055,7251.0,-0.05473815461346631,6888.45,-0.0886015948468673,-0.05202421170464025,362.55
45,-0.032381290963004135,7251.0,-0.05473815461346631,6888.45,-0.08440550266764438,-0.05202421170464025,362.55
46,-0.03473773159021142,7251.0,-0.05473815461346631,6888.45,-0.08676194329485168,-0.05202421170464025,362.55
47,-0.021454431773276644,7251.0,-0.05473815461346631,6888.45,-0.0734786434779169,-0.05202421170464025,362.55
48,-0.027261827329349186,7251.0,-0.05473815461346631,6888.45,-0.07928603903398944,-0.05202421170464025,362.55
49,-0.027323462696784907,7251.0,-0.05473815461346631,6888.45,-0.07934767440142515,-0.05202421170464025,362.55
50,-0.03879565299660446,7251.0,-0.05473815461346631,6888.45,-0.0908198647012447,-0.05202421170464025,362.55
51,-0.04404971125746861,7251.0,-0.05473815461346631,6888.45,-0.09607392296210886,-0.05202421170464025,362.55
52,-0.04272878499175097,7251.0,-0.05473815461346631,6888.45,-0.09475299669639123,-0.05202421170464025,362.55
53,-0.05011600385987855,7251.0,-0.05473815461346631,6888.45,-0.1021402155645188,-0.05202421170464025,362.55
54,-0.04363989157339369,7251.0,-0.05473815461346631,6888.45,-0.09566410327803393,-0.05202421170464025,362.55
55,-0.04913381251299752,7251.0,-0.05473815461346631,6888.45,-0.10115802421763777,-0.05202421170464025,362.55
56,-0.04736558323593159,7251.0,-0.05473815461346631,6888.45,-0.09938979494057185,-0.05202421170464025,362.55
57,-0.004987531172069836,6859.0,-0.05473815461346625,6516.05,-0.1117498974901764,-0.10676236631810657,342.95000000000005
