,dxv,cur_sl_pl,stop_loss,tot_price_pl,triggered,invested,active,cur_price_pl,enter_price,tot_sl_pl
0,75.6368410595,,7488.047264890501,,False,,True,,7563.68410595,
1,75.6368410595,,7524.3631589505,,False,,True,,7563.68410595,
2,75.6368410595,,7524.3631589505,,False,,True,,7563.68410595,
3,75.6368410595,,7548.6419821405,,False,,True,,7563.68410595,
4,75.6368410595,,7548.6419821405,,False,,True,,7563.68410595,
5,75.6368410595,,7548.6419821405,,True,,True,,7563.68410595,
6,,,,,False,,False,,,
7,,,,,False,,False,,,
8,76.1601739137,,7539.8572174563,,False,,True,,7616.01739137,
9,76.1601739137,,7595.8557572163,,False,,True,,7616.01739137,
10,76.1601739137,,7595.8557572163,,False,,True,,7616.01739137,
11,76.1601739137,,7595.8557572163,,False,,True,,7616.01739137,
12,76.1601739137,,7595.8557572163,,False,,True,,7616.01739137,
13,76.1601739137,,7595.8557572163,,False,,True,,7616.01739137,
14,76.1601739137,,7595.8557572163,,True,,True,,7616.01739137,
15,,,,,False,,False,,,
16,,,,,False,,False,,,
17,,,,,False,,False,,,
18,,,,,False,,False,,,
19,,,,,False,,False,,,
20,,,,,False,,False,,,
21,,,,,False,,False,,,
22,,,,,False,,False,,,
23,,,,,False,,False,,,
24,,,,,False,,False,,,
25,,,,,False,,False,,,
26,,,,,False,,False,,,
27,74.3,,7355.7,,False,,True,,7430.0,
28,74.3,,7406.1176751699995,,False,,True,,7430.0,
29,74.3,,7457.59299469,,False,,True,,7430.0,
30,74.3,,7457.59299469,,True,,True,,7430.0,
31,,,,,False,,False,,,
32,,,,,False,,False,,,
33,74.6846829765,,7393.7836146735,,False,,True,,7468.46829765,
34,74.6846829765,,7393.7836146735,,False,,True,,7468.46829765,
35,74.6846829765,,7393.7836146735,,False,,True,,7468.46829765,
36,74.6846829765,,7393.7836146735,,False,,True,,7468.46829765,
37,74.6846829765,,7393.7836146735,,False,,True,,7468.46829765,
38,74.6846829765,,7393.7836146735,,False,,True,,7468.46829765,
39,74.6846829765,,7393.7836146735,,True,,True,,7468.46829765,
40,,,,,False,,False,,,
41,,,,,False,,False,,,
42,,,,,False,,False,,,
43,,,,,False,,False,,,
44,,,,,False,,False,,,
45,,,,,False,,False,,,
46,70.053248151,,6935.271566949001,,False,,True,,7005.324815100001,
47,70.053248151,,6935.271566949001,,False,,True,,7005.324815100001,
48,70.053248151,,6935.271566949001,,False,,True,,7005.324815100001,
49,70.053248151,,7007.946751609,,False,,True,,7005.324815100001,
50,70.053248151,,7007.946751609,,False,,True,,7005.324815100001,
51,70.053248151,,7007.946751609,,True,,True,,7005.324815100001,
52,,,,,False,,False,,,
53,,,,,False,,False,,,
54,,,,,False,,False,,,
55,70.51372197869999,,6980.858475891299,,False,,True,,7051.37219787,
56,70.51372197869999,,6980.858475891299,,False,,True,,7051.37219787,
57,70.51372197869999,,7060.4862780213,,False,,True,,7051.37219787,
58,70.51372197869999,,7060.4862780213,,False,,True,,7051.37219787,
59,70.51372197869999,,7060.4862780213,,False,,True,,7051.37219787,
60,70.51372197869999,,7060.4862780213,,True,,True,,7051.37219787,
61,,,,,False,,False,,,
62,,,,,False,,False,,,
63,,,,,False,,False,,,
64,,,,,False,,False,,,
65,,,,,False,,False,,,
66,,,,,False,,False,,,
67,,,,,False,,False,,,
68,,,,,False,,False,,,
69,,,,,False,,False,,,
70,69.4453878769,,6875.0933998131,,False,,True,,6944.53878769,
71,69.4453878769,,6875.0933998131,,False,,True,,6944.53878769,
72,69.4453878769,,6950.5546121231,,False,,True,,6944.53878769,
73,69.4453878769,,6986.9809842231,,False,,True,,6944.53878769,
74,69.4453878769,,7022.0566164531,,False,,True,,6944.53878769,
75,69.4453878769,,7022.0566164531,,False,,True,,6944.53878769,
76,69.4453878769,,7049.4555173731,,False,,True,,6944.53878769,
77,69.4453878769,,7049.4555173731,,False,,True,,6944.53878769,
78,69.4453878769,,7049.4555173731,,True,,True,,6944.53878769,
79,,,,,False,,False,,,
80,,,,,False,,False,,,
81,,,,,False,,False,,,
82,,,,,False,,False,,,
83,,,,,False,,False,,,
84,,,,,False,,False,,,
85,,,,,False,,False,,,
86,,,,,False,,False,,,
87,,,,,False,,False,,,
88,,,,,False,,False,,,
89,,,,,False,,False,,,
90,63.469635200599996,,6283.493884859399,,False,,True,,6346.96352006,
91,63.469635200599996,,6283.493884859399,,False,,True,,6346.96352006,
92,63.469635200599996,,6283.493884859399,,True,,True,,6346.96352006,
93,,,,,False,,False,,,
94,,,,,False,,False,,,
95,63.446109705400005,,6281.1648608346,,False,,True,,6344.61097054,
96,63.446109705400005,,6281.1648608346,,False,,True,,6344.61097054,
97,63.446109705400005,,6281.1648608346,,False,,True,,6344.61097054,
98,63.446109705400005,,6281.1648608346,,False,,True,,6344.61097054,
99,63.446109705400005,,6364.9156705746,,False,,True,,6344.61097054,
100,63.446109705400005,,6381.3939942946,,False,,True,,6344.61097054,
101,63.446109705400005,,6413.1084936646,,False,,True,,6344.61097054,
102,63.446109705400005,,6413.1084936646,,False,,True,,6344.61097054,
103,63.446109705400005,,6521.2069983446,,False,,True,,6344.61097054,
104,63.446109705400005,,6521.2069983446,,False,,True,,6344.61097054,
105,63.446109705400005,,6521.2069983446,,False,,True,,6344.61097054,
106,63.446109705400005,,6521.2069983446,,True,,True,,6344.61097054,
107,,,,,False,,False,,,
108,,,,,False,,False,,,
109,,,,,False,,False,,,
110,,,,,False,,False,,,
111,64.9235069999,,6427.4271929901,,False,,True,,6492.35069999,
112,64.9235069999,,6427.4271929901,,False,,True,,6492.35069999,
113,64.9235069999,,6427.4271929901,,True,,True,,6492.35069999,
114,,,,,False,,False,,,
115,,,,,False,,False,,,
116,61.47,,6085.53,,False,,True,,6147.0,
117,61.47,,6085.53,,False,,True,,6147.0,
118,61.47,,6085.53,,False,,True,,6147.0,
119,61.47,,6085.53,,False,,True,,6147.0,
120,61.47,,6085.53,,False,,True,,6147.0,
121,61.47,,6085.53,,False,,True,,6147.0,
122,61.47,,6085.53,,False,,True,,6147.0,
123,61.47,,6085.53,,False,,True,,6147.0,
124,61.47,,6085.53,,False,,True,,6147.0,
125,61.47,,6375.53,,False,,True,,6147.0,
126,61.47,,6375.53,,False,,True,,6147.0,
127,61.47,,6375.53,,False,,True,,6147.0,
128,61.47,,6375.53,,True,,True,,6147.0,
129,,,,,False,,False,,,
130,,,,,False,,False,,,
131,63.3595,,6272.5905,,False,,True,,6335.95,
132,63.3595,,6272.5905,,False,,True,,6335.95,
133,63.3595,,6272.5905,,False,,True,,6335.95,
134,63.3595,,6294.14073163,,False,,True,,6335.95,
135,63.3595,,6294.14073163,,True,,True,,6335.95,
136,,,,,False,,False,,,
