,unix_date,datetime,BTC
234,1574393400,2019-11-21 19:30:00,7609.16991001
235,1574393700,2019-11-21 19:35:00,7611.179728
236,1574394000,2019-11-21 19:40:00,7614.139685
237,1574394300,2019-11-21 19:45:00,7608.32699
238,1574394600,2019-11-21 19:50:00,7605.14591704
239,1574394900,2019-11-21 19:55:00,7596.30034118
240,1574395200,2019-11-21 20:00:00,7610.65002853
241,1574395500,2019-11-21 20:05:00,7608.93789599
242,1574395800,2019-11-21 20:10:00,7614.13332265
243,1574396100,2019-11-21 20:15:00,7616.906202
244,1574396400,2019-11-21 20:20:00,7627.42372999
245,1574396700,2019-11-21 20:25:00,7623.76205504
246,1574397000,2019-11-21 20:30:00,7622.29490501
247,1574397300,2019-11-21 20:35:00,7630.56170442
248,1574397600,2019-11-21 20:40:00,7604.78517002
249,1574397900,2019-11-21 20:45:00,7606.25449438
250,1574398200,2019-11-21 20:50:00,7601.81967024
251,1574398500,2019-11-21 20:55:00,7611.81691498
252,1574398800,2019-11-21 21:00:00,7607.01838143
253,1574399100,2019-11-21 21:05:00,7605.4
254,1574399400,2019-11-21 21:10:00,7613.78037018
255,1574399700,2019-11-21 21:15:00,7602.22550332
256,1574400000,2019-11-21 21:20:00,7595.57454101
257,1574400300,2019-11-21 21:25:00,7594.23153399
258,1574400600,2019-11-21 21:30:00,7577.291149
259,1574400900,2019-11-21 21:35:00,7576.75574697
260,1574401200,2019-11-21 21:40:00,7581.45876872
261,1574401500,2019-11-21 21:45:00,7572.07953401
262,1574401800,2019-11-21 21:50:00,7549.42877524
263,1574402100,2019-11-21 21:55:00,7558.38569941
264,1574402400,2019-11-21 22:00:00,7565.46527398
265,1574402700,2019-11-21 22:05:00,7556.61714395
266,1574403000,2019-11-21 22:10:00,7548.341333
267,1574403300,2019-11-21 22:15:00,7556.23688493
268,1574403600,2019-11-21 22:20:00,7543.10321375
269,1574403900,2019-11-21 22:25:00,7535.21736897
270,1574404200,2019-11-21 22:30:00,7508.21040839
271,1574404500,2019-11-21 22:35:00,7529.288692
272,1574404800,2019-11-21 22:40:00,7516.86000009
273,1574405100,2019-11-21 22:45:00,7488.09279358
274,1574405400,2019-11-21 22:50:00,7457.17373506
275,1574405700,2019-11-21 22:55:00,7464.78039733
276,1574406000,2019-11-21 23:00:00,7445.00744499
277,1574406300,2019-11-21 23:05:00,7498.3300001
278,1574406600,2019-11-21 23:10:00,7486.98515003
279,1574406900,2019-11-21 23:15:00,7478.37525701
280,1574407200,2019-11-21 23:20:00,7494.664832
281,1574407500,2019-11-21 23:25:00,7537.80903402
282,1574407800,2019-11-21 23:30:00,7502.37606214
283,1574408100,2019-11-21 23:35:00,7520.7700001
284,1574408400,2019-11-21 23:40:00,7529.88025311
285,1574408700,2019-11-21 23:45:00,7519.05289
286,1574409000,2019-11-21 23:50:00,7556.99537621
287,1574409300,2019-11-21 23:55:00,7558.9562681
288,1574409600,2019-11-22 00:00:00,7636.62942831
289,1574409900,2019-11-22 00:05:00,7597.16464051
290,1574410200,2019-11-22 00:10:00,7565.34069119
291,1574410500,2019-11-22 00:15:00,7553.4600001
292,1574410800,2019-11-22 00:20:00,7555.19227611
293,1574411100,2019-11-22 00:25:00,7546.27499096
294,1574411400,2019-11-22 00:30:00,7570.26184899
295,1574411700,2019-11-22 00:35:00,7561.30240598
296,1574412000,2019-11-22 00:40:00,7557.87166516
297,1574412300,2019-11-22 00:45:00,7567.53230604
298,1574412600,2019-11-22 00:50:00,7540.71742958
299,1574412900,2019-11-22 00:55:00,7516.70545113
300,1574413200,2019-11-22 01:00:00,7476.9686182
301,1574413500,2019-11-22 01:05:00,7452.7999541
302,1574413800,2019-11-22 01:10:00,7458.86753171
303,1574414100,2019-11-22 01:15:00,7410.64504813
304,1574414400,2019-11-22 01:20:00,7403.331773
305,1574414700,2019-11-22 01:25:00,7430.58670898
306,1574415000,2019-11-22 01:30:00,7440.86905497
307,1574415300,2019-11-22 01:35:00,7433.96026855
308,1574415600,2019-11-22 01:40:00,7432.75921202
309,1574415900,2019-11-22 01:45:00,7396.77635403
310,1574416200,2019-11-22 01:50:00,7401.54573805
311,1574416500,2019-11-22 01:55:00,7401.40028884
312,1574416800,2019-11-22 02:00:00,7170.68455062
313,1574417100,2019-11-22 02:05:00,7243.54368234
314,1574417400,2019-11-22 02:10:00,7185.00789599
315,1574417700,2019-11-22 02:15:00,7175.5571125
316,1574418000,2019-11-22 02:20:00,7163.00777965
317,1574418300,2019-11-22 02:25:00,7159.70887302
318,1574418600,2019-11-22 02:30:00,7077.007077
319,1574418900,2019-11-22 02:35:00,7064.90570097
320,1574419200,2019-11-22 02:40:00,7053.59999642
321,1574419500,2019-11-22 02:45:00,7082.17669643
322,1574419800,2019-11-22 02:50:00,7059.42000064
323,1574420100,2019-11-22 02:55:00,7078.65299096
324,1574420400,2019-11-22 03:00:00,7116.779955
325,1574420700,2019-11-22 03:05:00,7105.20781034
326,1574421000,2019-11-22 03:10:00,7123.3199999
327,1574421300,2019-11-22 03:15:00,7140.02340199
328,1574421600,2019-11-22 03:20:00,7168.153573
329,1574421900,2019-11-22 03:25:00,7135.71494396
330,1574422200,2019-11-22 03:30:00,7136.50321131
331,1574422500,2019-11-22 03:35:00,7144.36353199
332,1574422800,2019-11-22 03:40:00,7123.19703302
333,1574423100,2019-11-22 03:45:00,7071.98126101
334,1574423400,2019-11-22 03:50:00,7097.83919403
335,1574423700,2019-11-22 03:55:00,7105.599887
336,1574424000,2019-11-22 04:00:00,7136.81094192
337,1574424300,2019-11-22 04:05:00,7098.39000009
338,1574424600,2019-11-22 04:10:00,7106.28895179
339,1574424900,2019-11-22 04:15:00,7092.90881399
340,1574425200,2019-11-22 04:20:00,7100.19829499
341,1574425500,2019-11-22 04:25:00,7107.26952598
342,1574425800,2019-11-22 04:30:00,7118.17589498
343,1574426100,2019-11-22 04:35:00,7143.96036391
344,1574426400,2019-11-22 04:40:00,7121.0491291
345,1574426700,2019-11-22 04:45:00,7120.17000111
346,1574427000,2019-11-22 04:50:00,7144.51
347,1574427300,2019-11-22 04:55:00,7147.27630578
348,1574427600,2019-11-22 05:00:00,7103.39056813
349,1574427900,2019-11-22 05:05:00,7118.64341796
350,1574428200,2019-11-22 05:10:00,7101.778394
351,1574428500,2019-11-22 05:15:00,7099.46915797
352,1574428800,2019-11-22 05:20:00,7081.01041205
353,1574429100,2019-11-22 05:25:00,7089.99999998
354,1574429400,2019-11-22 05:30:00,7076.55028601
355,1574429700,2019-11-22 05:35:00,7035.20334939
356,1574430000,2019-11-22 05:40:00,7064.86227447
357,1574430300,2019-11-22 05:45:00,7038.11682901
358,1574430600,2019-11-22 05:50:00,7039.9584679
359,1574430900,2019-11-22 05:55:00,7029.47054904
360,1574431200,2019-11-22 06:00:00,6960.00000004
361,1574431500,2019-11-22 06:05:00,6901.16
362,1574431800,2019-11-22 06:10:00,6910.40379673
363,1574432100,2019-11-22 06:15:00,6954.9413026
364,1574432400,2019-11-22 06:20:00,6942.15309785
365,1574432700,2019-11-22 06:25:00,6899.60410597
366,1574433000,2019-11-22 06:30:00,6943.30475649
367,1574433300,2019-11-22 06:35:00,6908.99617601
368,1574433600,2019-11-22 06:40:00,6937.24680497
369,1574433900,2019-11-22 06:45:00,6969.38336906
370,1574434200,2019-11-22 06:50:00,6996.28212962
371,1574434500,2019-11-22 06:55:00,7041.65525911
372,1574434800,2019-11-22 07:00:00,7092.90033397
373,1574435100,2019-11-22 07:05:00,7085.51500569
374,1574435400,2019-11-22 07:10:00,7080.0
375,1574435700,2019-11-22 07:15:00,7091.548831
376,1574436000,2019-11-22 07:20:00,7048.37202108
377,1574436300,2019-11-22 07:25:00,7070.13844101
378,1574436600,2019-11-22 07:30:00,7097.15870494
379,1574436900,2019-11-22 07:35:00,7120.11912998
380,1574437200,2019-11-22 07:40:00,7121.588597
381,1574437500,2019-11-22 07:45:00,7098.94112097
382,1574437800,2019-11-22 07:50:00,7106.663324
383,1574438100,2019-11-22 07:55:00,7122.73776799
384,1574438400,2019-11-22 08:00:00,7168.64634002
385,1574438700,2019-11-22 08:05:00,7171.05549099
386,1574439000,2019-11-22 08:10:00,7166.11521973
387,1574439300,2019-11-22 08:15:00,7166.32163701
388,1574439600,2019-11-22 08:20:00,7188.94522899
389,1574439900,2019-11-22 08:25:00,7159.510846
390,1574440200,2019-11-22 08:30:00,7138.41775493
391,1574440500,2019-11-22 08:35:00,7103.008693
392,1574440800,2019-11-22 08:40:00,7147.321719
393,1574441100,2019-11-22 08:45:00,7137.49004999
394,1574441400,2019-11-22 08:50:00,7136.17182898
395,1574441700,2019-11-22 08:55:00,7125.96961338
396,1574442000,2019-11-22 09:00:00,7133.93848099
397,1574442300,2019-11-22 09:05:00,7150.80000002
398,1574442600,2019-11-22 09:10:00,7157.516932
399,1574442900,2019-11-22 09:15:00,7145.63859901
400,1574443200,2019-11-22 09:20:00,7155.786103
401,1574443500,2019-11-22 09:25:00,7164.62910298
402,1574443800,2019-11-22 09:30:00,7141.80743902
403,1574444100,2019-11-22 09:35:00,7146.99515337
404,1574444400,2019-11-22 09:40:00,7144.0566415
405,1574444700,2019-11-22 09:45:00,7132.82066799
406,1574445000,2019-11-22 09:50:00,7141.189541
407,1574445300,2019-11-22 09:55:00,7148.93252972
408,1574445600,2019-11-22 10:00:00,7141.76404398
409,1574445900,2019-11-22 10:05:00,7145.328863
410,1574446200,2019-11-22 10:10:00,7140.007502
411,1574446500,2019-11-22 10:15:00,7140.999998
412,1574446800,2019-11-22 10:20:00,7136.14252922
413,1574447100,2019-11-22 10:25:00,7155.4257878
414,1574447400,2019-11-22 10:30:00,7162.16684401
415,1574447700,2019-11-22 10:35:00,7156.317934
416,1574448000,2019-11-22 10:40:00,7184.15690699
417,1574448300,2019-11-22 10:45:00,7176.366577
418,1574448600,2019-11-22 10:50:00,7193.186866
419,1574448900,2019-11-22 10:55:00,7224.91754404
420,1574449200,2019-11-22 11:00:00,7230.658683
421,1574449500,2019-11-22 11:05:00,7246.99078869
422,1574449800,2019-11-22 11:10:00,7278.29535806
423,1574450100,2019-11-22 11:15:00,7336.63598485
424,1574450400,2019-11-22 11:20:00,7263.17557576
425,1574450700,2019-11-22 11:25:00,7240.0
426,1574451000,2019-11-22 11:30:00,7227.07448596
427,1574451300,2019-11-22 11:35:00,7233.36346098
428,1574451600,2019-11-22 11:40:00,7276.30474704
429,1574451900,2019-11-22 11:45:00,7284.84317811
430,1574452200,2019-11-22 11:50:00,7308.03611269
431,1574452500,2019-11-22 11:55:00,7292.853654
432,1574452800,2019-11-22 12:00:00,7270.231002
433,1574453100,2019-11-22 12:05:00,7303.25326899
434,1574453400,2019-11-22 12:10:00,7303.53569699
435,1574453700,2019-11-22 12:15:00,7321.57919099
436,1574454000,2019-11-22 12:20:00,7332.010001
437,1574454300,2019-11-22 12:25:00,7344.917203
438,1574454600,2019-11-22 12:30:00,7320.51760016
439,1574454900,2019-11-22 12:35:00,7312.11000601
440,1574455200,2019-11-22 12:40:00,7320.26514604
441,1574455500,2019-11-22 12:45:00,7342.08059701
442,1574455800,2019-11-22 12:50:00,7350.81319503
443,1574456100,2019-11-22 12:55:00,7322.40971701
444,1574456400,2019-11-22 13:00:00,7337.42724741
445,1574456700,2019-11-22 13:05:00,7285.01
446,1574457000,2019-11-22 13:10:00,7311.957922
447,1574457300,2019-11-22 13:15:00,7324.11260509
448,1574457600,2019-11-22 13:20:00,7310.479505
449,1574457900,2019-11-22 13:25:00,7299.12243596
450,1574458200,2019-11-22 13:30:00,7312.11277999
451,1574458500,2019-11-22 13:35:00,7316.37368103
452,1574458800,2019-11-22 13:40:00,7321.46381
453,1574459100,2019-11-22 13:45:00,7321.495823
454,1574459400,2019-11-22 13:50:00,7309.382601
455,1574459700,2019-11-22 13:55:00,7317.75900542
456,1574460000,2019-11-22 14:00:00,7305.535268
457,1574460300,2019-11-22 14:05:00,7315.5534823
458,1574460600,2019-11-22 14:10:00,7323.753975
459,1574460900,2019-11-22 14:15:00,7307.279337
460,1574461200,2019-11-22 14:20:00,7326.99999989
461,1574461500,2019-11-22 14:25:00,7312.91763499
462,1574461800,2019-11-22 14:30:00,7313.94231199
463,1574462100,2019-11-22 14:35:00,7286.57244396
464,1574462400,2019-11-22 14:40:00,7242.59209496
465,1574462700,2019-11-22 14:45:00,7260.15895368
466,1574463000,2019-11-22 14:50:00,7254.10515
467,1574463300,2019-11-22 14:55:00,7249.0308809
468,1574463600,2019-11-22 15:00:00,7225.0
469,1574463900,2019-11-22 15:05:00,7234.92665546
470,1574464200,2019-11-22 15:10:00,7224.12386099
471,1574464500,2019-11-22 15:15:00,7225.85092123
472,1574464800,2019-11-22 15:20:00,7246.06917549
473,1574465100,2019-11-22 15:25:00,7248.19891299
474,1574465400,2019-11-22 15:30:00,7264.7810092
475,1574465700,2019-11-22 15:35:00,7260.64659504
476,1574466000,2019-11-22 15:40:00,7255.35113889
477,1574466300,2019-11-22 15:45:00,7280.9341247
478,1574466600,2019-11-22 15:50:00,7291.38954197
479,1574466900,2019-11-22 15:55:00,7265.69890304
480,1574467200,2019-11-22 16:00:00,7256.68724163
481,1574467500,2019-11-22 16:05:00,7227.91273783
482,1574467800,2019-11-22 16:10:00,7233.63446887
483,1574468100,2019-11-22 16:15:00,7192.93848199
484,1574468400,2019-11-22 16:20:00,7169.75865206
485,1574468700,2019-11-22 16:25:00,7185.0
486,1574469000,2019-11-22 16:30:00,7179.19999787
487,1574469300,2019-11-22 16:35:00,7179.54214884
488,1574469600,2019-11-22 16:40:00,7147.0
489,1574469900,2019-11-22 16:45:00,7155.71657598
490,1574470200,2019-11-22 16:50:00,7177.93456114
491,1574470500,2019-11-22 16:55:00,7196.9087103
492,1574470800,2019-11-22 17:00:00,7174.25727903
493,1574471100,2019-11-22 17:05:00,7174.88895857
494,1574471400,2019-11-22 17:10:00,7190.0
495,1574471700,2019-11-22 17:15:00,7192.59012706
496,1574472000,2019-11-22 17:20:00,7204.77686302
497,1574472300,2019-11-22 17:25:00,7191.84787856
498,1574472600,2019-11-22 17:30:00,7203.24344597
499,1574472900,2019-11-22 17:35:00,7203.62094301
500,1574473200,2019-11-22 17:40:00,7206.24274687
501,1574473500,2019-11-22 17:45:00,7196.9
502,1574473800,2019-11-22 17:50:00,7179.27943301
503,1574474100,2019-11-22 17:55:00,7201.93219306
504,1574474400,2019-11-22 18:00:00,7199.31000008
505,1574474700,2019-11-22 18:05:00,7230.51276504
506,1574475000,2019-11-22 18:10:00,7245.25168235
507,1574475300,2019-11-22 18:15:00,7255.56697393
508,1574475600,2019-11-22 18:20:00,7263.30075398
509,1574475900,2019-11-22 18:25:00,7240.7154017
510,1574476200,2019-11-22 18:30:00,7233.00000001
511,1574476500,2019-11-22 18:35:00,7239.79999995
512,1574476800,2019-11-22 18:40:00,7228.53830046
513,1574477100,2019-11-22 18:45:00,7233.21408239
514,1574477400,2019-11-22 18:50:00,7246.43344053
515,1574477700,2019-11-22 18:55:00,7249.71104501
516,1574478000,2019-11-22 19:00:00,7270.81714
517,1574478300,2019-11-22 19:05:00,7250.30831002
518,1574478600,2019-11-22 19:10:00,7256.8013349
519,1574478900,2019-11-22 19:15:00,7241.63363406
520,1574479200,2019-11-22 19:20:00,7235.573036
521,1574479500,2019-11-22 19:25:00,7252.89701502
522,1574479800,2019-11-22 19:30:00,7239.8
