,unix_date,datetime,BTC,ETH,XRP,LTC,ZEC,XMR,STR,DASH,ETC
26,1533290400,2018-08-03 03:00:00,7362.5496745,410.15325998,0.43842924,75.42551648,179.54871535,117.57193017,0.25024164,206.80432113,14.5
27,1533297600,2018-08-03 05:00:00,7430.0,413.64,0.44,75.9842,182.53402103,120.0,0.25813403,207.83122999,14.66465
28,1533304800,2018-08-03 07:00:00,7480.41767517,414.0,0.43951057,76.262,184.58582548,121.0,0.26157547,208.8,14.78543614
29,1533312000,2018-08-03 09:00:00,7531.89299469,418.87682778,0.44450302,77.3197,186.32124136,121.63055233,0.26615514,209.99999999,15.02395181
30,1533319200,2018-08-03 11:00:00,7375.72587619,413.0,0.43684698,76.07329501,179.00000006,120.18999984,0.26272958,207.42488999,14.70428204
31,1533326400,2018-08-03 13:00:00,7415.3233696,417.98999999,0.44141673,77.552,184.59693616,120.50593648,0.25703189,212.78669999,16.8
32,1533333600,2018-08-03 15:00:00,7411.21513438,417.8318,0.44109964,77.65994921,185.305119,120.53920972,0.25799589,209.843,16.47202102
33,1533340800,2018-08-03 17:00:00,7468.46829765,418.0,0.44200655,77.53169801,188.12994951,120.21397274,0.2592,212.87715885,16.57000009
34,1533348000,2018-08-03 19:00:00,7460.76113851,417.78873098,0.44153331,77.7,186.18434507,119.70000008,0.26038995,213.19938899,16.71
35,1533355200,2018-08-03 21:00:00,7442.19012787,417.25632599,0.44171287,77.31945001,186.18600012,119.60000009,0.25712307,212.73927604,16.54082143
36,1533362400,2018-08-03 23:00:00,7454.4260891,417.41110727,0.43942949,77.2862,185.22055003,120.1439829,0.256205,210.1994498,16.6200137
37,1533369600,2018-08-04 01:00:00,7449.20000795,415.89250451,0.44029508,77.05083701,186.18600003,119.0,0.25895835,211.43135001,16.65
38,1533376800,2018-08-04 03:00:00,7400.0,414.4,0.43851036,76.545764,183.65,118.46038313,0.2551,210.68805567,16.8
39,1533384000,2018-08-04 05:00:00,7251.0,409.80868507,0.436305,75.8257891,181.12353741,117.8848332,0.24947003,208.52224297,16.53996262
40,1533391200,2018-08-04 07:00:00,6974.42111616,405.33,0.42931233,74.42522,177.02066032,115.15868775,0.23707062,202.59137,15.94884384
41,1533398400,2018-08-04 09:00:00,7001.59559997,408.99110727,0.43,72.8745698,176.82124812,115.16053779,0.23899512,201.86337245,16.43
42,1533405600,2018-08-04 11:00:00,6994.68722516,406.0,0.43084754,73.07330399,173.88203274,114.26578168,0.23990756,203.76762999,16.28654901
43,1533412800,2018-08-04 13:00:00,6996.61559868,405.34392959,0.42923559,73.02014601,174.31857334,113.8,0.23771395,202.76331179,16.20387072
44,1533420000,2018-08-04 15:00:00,7005.0,406.4,0.42825057,72.80702002,173.17346263,114.16326539,0.23993174,201.63966001,16.36524359
45,1533427200,2018-08-04 17:00:00,6928.18814055,403.0116525,0.432,72.79650852,171.2,112.15992885,0.23403021,200.75554136,16.47360911
46,1533434400,2018-08-04 19:00:00,7005.3248151,408.45762937,0.43235155,73.16218501,173.78032202,114.3,0.23865,203.15,16.54123298
47,1533441600,2018-08-04 21:00:00,6983.65066257,407.38426131,0.43132072,73.31274134,179.12180102,114.92899143,0.23901313,203.9077153,16.5968
48,1533448800,2018-08-04 23:00:00,6941.0,403.16727133,0.43003888,72.99848001,175.48425156,114.39999999,0.2374982,204.00645001,16.55
49,1533456000,2018-08-05 01:00:00,7077.99999976,408.59100012,0.4318073,73.444729,176.4494,115.5379772,0.2431,205.44349943,16.69628689
50,1533463200,2018-08-05 03:00:00,7032.89789152,406.000001,0.43050547,73.85601679,178.60031488,115.24941899,0.24125416,207.0,16.6661812
51,1533470400,2018-08-05 05:00:00,6964.00133953,406.34107444,0.43151882,73.62607101,176.17673237,113.81350056,0.24182441,205.5,16.4891
52,1533477600,2018-08-05 07:00:00,7001.74683708,406.06422183,0.42932918,74.09732797,177.61454888,114.82737633,0.24200236,206.35709001,16.64950449
53,1533484800,2018-08-05 09:00:00,6981.00000014,404.81,0.42909764,73.86621701,179.35070063,115.16290711,0.24092756,203.13042601,16.69988384
54,1533492000,2018-08-05 11:00:00,7020.79382288,406.32872608,0.4299,74.43871136,180.03589563,115.99686453,0.24399992,205.53168,17.1799
55,1533499200,2018-08-05 13:00:00,7051.37219787,412.2388783,0.43595805,74.57188134,179.99999999,117.0284352,0.24322173,205.83467001,17.77000009
56,1533506400,2018-08-05 15:00:00,7034.20000001,408.11095801,0.43321618,74.553723,179.85564021,117.0,0.24236394,205.83467001,17.72264444
57,1533513600,2018-08-05 17:00:00,7131.0,412.65548703,0.4354955,76.29107695,183.33121779,117.37389369,0.24503927,210.3345,17.7
58,1533520800,2018-08-05 19:00:00,7088.67950001,410.77629125,0.43545175,75.74311899,183.31,118.74225388,0.244995,211.73984999,17.53016808
59,1533528000,2018-08-05 21:00:00,7088.23034177,411.03290535,0.43148663,75.57488696,182.71228997,117.7700146,0.24386521,210.34998002,17.35500132
60,1533535200,2018-08-05 23:00:00,7004.62852323,408.31000801,0.429,75.17656899,182.48738818,115.5333998,0.24047581,206.85824004,17.3283
61,1533542400,2018-08-06 01:00:00,6966.34038349,407.02724623,0.428,74.3114045,180.79141606,116.0,0.23855622,204.73926001,17.27288174
62,1533549600,2018-08-06 03:00:00,6975.96643005,408.15144769,0.42696294,73.967739,183.14230457,116.40223054,0.23747858,205.97783102,17.35
63,1533556800,2018-08-06 05:00:00,6922.13321118,405.11188598,0.42394479,73.53283342,181.32725378,113.89161175,0.23669489,203.26316999,17.31000008
64,1533564000,2018-08-06 07:00:00,6969.32688127,406.10414555,0.42291748,73.536512,180.09775568,115.33458716,0.23720974,205.506,18.1
65,1533571200,2018-08-06 09:00:00,6929.29077923,404.4,0.4200084,73.14671006,178.0,115.33458716,0.23522541,204.13931553,18.33565985
66,1533578400,2018-08-06 11:00:00,6942.17647754,403.60324534,0.41960212,73.55353099,179.98775175,114.18215453,0.23257757,200.0,18.13240465
67,1533585600,2018-08-06 13:00:00,6859.0,401.56990468,0.41596931,72.5,178.5,113.51417898,0.2315,200.75889999,18.02263453
68,1533592800,2018-08-06 15:00:00,6928.5,404.89774,0.41307571,73.59249019,181.51759556,114.11473385,0.23357711,199.76989998,18.685
69,1533600000,2018-08-06 17:00:00,6916.15225894,403.53587419,0.40621113,73.10000004,180.04830251,113.32847232,0.23253236,201.06663499,19.369
70,1533607200,2018-08-06 19:00:00,6944.53878769,405.30890653,0.410199,73.42651763,181.14635592,113.00000005,0.23101001,200.58368,19.88974032
71,1533614400,2018-08-06 21:00:00,6934.896765,405.10995938,0.4077814,73.394581,183.50205988,113.30268625,0.23304621,201.8761745,19.40388755
72,1533621600,2018-08-06 23:00:00,7020.0,408.303,0.41252238,74.85630703,184.99999999,113.75700002,0.2383294,201.66017805,18.68129999
73,1533628800,2018-08-07 01:00:00,7056.4263721,410.0,0.41112912,74.99,186.4673219,115.26102547,0.239,203.0,18.72838452
74,1533636000,2018-08-07 03:00:00,7091.50200433,410.0,0.41170916,74.77305878,190.31152917,115.14576444,0.24225,203.79600023,19.03828804
75,1533643200,2018-08-07 05:00:00,7070.0,408.34,0.41,74.41592614,187.21551083,116.19857716,0.241,206.43770999,19.0
76,1533650400,2018-08-07 07:00:00,7118.90090525,408.8858903,0.4090699,74.31112519,187.49435265,116.05926161,0.2429,203.99720969,19.54999999
77,1533657600,2018-08-07 09:00:00,7118.10000001,408.91155848,0.4096068,74.89644001,185.13052232,118.30456799,0.24310003,205.5,18.45
78,1533664800,2018-08-07 11:00:00,7005.3755543,395.03390822,0.4006713,72.71299,183.0,113.64943837,0.2395,199.0,17.48666874
79,1533672000,2018-08-07 13:00:00,6748.5375,377.97999998,0.37958922,67.81302654,177.475,108.99436645,0.22817216,190.87685999,17.35199999
80,1533679200,2018-08-07 15:00:00,6712.0,378.30678047,0.37863458,67.20046163,175.67366643,107.30470991,0.22740187,186.73487001,17.28
81,1533686400,2018-08-07 17:00:00,6580.11909862,378.00924223,0.36,66.69704037,172.49956989,104.7125062,0.2218,184.28616784,16.88748647
82,1533693600,2018-08-07 19:00:00,6592.29367998,376.87033299,0.3615741,66.7851428,171.44094869,102.41355923,0.22059268,184.57067529,16.8
83,1533700800,2018-08-07 21:00:00,6537.99999999,373.05182454,0.35172691,66.30636662,170.69838514,102.40618152,0.218,185.68735253,16.20085027
84,1533708000,2018-08-07 23:00:00,6460.17836168,368.6049825,0.34632792,65.259078,170.123,101.9829596,0.21411248,183.18491001,15.9293091
85,1533715200,2018-08-08 01:00:00,6497.9,368.86486585,0.35146935,65.82565599,170.00000003,101.42000126,0.21586776,182.16219001,16.15630027
86,1533722400,2018-08-08 03:00:00,6508.84465316,368.00095715,0.35218621,65.97448312,171.57543442,102.55290634,0.21383505,185.76105998,16.5274904
87,1533729600,2018-08-08 05:00:00,6468.84197382,365.74902122,0.34494257,63.76169203,170.42193283,101.94314891,0.21099999,183.50156001,16.06471182
88,1533736800,2018-08-08 07:00:00,6479.61547139,366.78848973,0.34125,64.27588285,168.98347374,101.85666974,0.20885652,189.0,16.15884458
89,1533744000,2018-08-08 09:00:00,6248.67335494,356.5850718,0.32655019,61.82060794,162.17484193,95.27704608,0.2000006,175.99162498,15.35051221
90,1533751200,2018-08-08 11:00:00,6346.96352006,362.0,0.34,63.115097,163.09581879,96.7759992,0.19932335,180.0,15.38
91,1533758400,2018-08-08 13:00:00,6295.88518166,358.0493468,0.33046384,62.833984,159.64363461,93.83666937,0.1967662,170.69998999,14.61547
92,1533765600,2018-08-08 15:00:00,6278.64307702,354.6,0.3310103,62.07710792,159.8282,94.4760797,0.19697284,173.79195,15.17731931
93,1533772800,2018-08-08 17:00:00,6319.60000001,358.50895673,0.33891769,63.0470282,159.8424069,97.7,0.20120157,179.51238999,15.238496
94,1533780000,2018-08-08 19:00:00,6320.80603199,359.254317,0.33905051,63.0,162.0,98.62830568,0.20119561,178.91688999,15.05076768
95,1533787200,2018-08-08 21:00:00,6344.61097054,361.54871738,0.3544859,63.6776,161.95757108,100.08668246,0.20749754,176.29302001,14.98
96,1533794400,2018-08-08 23:00:00,6315.31859994,359.13988657,0.34423743,62.97944828,162.65452083,98.50525444,0.2051,175.67115001,15.00236765
97,1533801600,2018-08-09 01:00:00,6334.89217317,360.36287416,0.34368593,62.2309592,162.66477703,98.91464622,0.2055,176.88433217,15.0767346
98,1533808800,2018-08-09 03:00:00,6322.0,357.260001,0.34,61.87114,160.71094182,98.13134598,0.20804386,175.09950297,14.87978798
99,1533816000,2018-08-09 05:00:00,6428.36178028,361.08791091,0.3443,62.597824,162.82490471,98.14521671,0.20910628,176.05301269,15.03341101
100,1533823200,2018-08-09 07:00:00,6444.840104,361.92000001,0.34085934,62.972353,167.49687164,98.69406775,0.21111111,178.24480594,15.05752795
101,1533830400,2018-08-09 09:00:00,6476.55460337,363.15150552,0.34484885,63.459734,170.91687809,100.92385889,0.21189525,176.88704001,15.10327016
102,1533837600,2018-08-09 11:00:00,6470.0,362.19272952,0.34532902,63.45,172.8445141,99.666,0.21664,177.63261002,15.00999328
103,1533844800,2018-08-09 13:00:00,6584.65310805,369.63,0.34726085,64.63379651,173.37225573,101.62489944,0.22926435,186.15270728,15.186
104,1533852000,2018-08-09 15:00:00,6526.3435,363.35488,0.34458272,62.745428,174.39999992,99.81073811,0.22049,183.24516974,15.01
105,1533859200,2018-08-09 17:00:00,6531.01478741,362.43784599,0.33936621,62.79056107,174.09057774,99.8107381,0.22136339,183.8189,14.69625038
106,1533866400,2018-08-09 19:00:00,6455.90157001,360.17,0.33790082,62.26804101,171.20194194,97.95600101,0.21824307,183.0084247,14.73547348
107,1533873600,2018-08-09 21:00:00,6425.86294888,359.31839166,0.33651384,61.90967988,169.91123772,98.1,0.217,181.7983253,14.73520329
108,1533880800,2018-08-09 23:00:00,6455.0,360.87662701,0.33645254,62.47358646,169.96305481,98.18743335,0.22299999,185.99678001,14.94445737
109,1533888000,2018-08-10 01:00:00,6349.42283877,357.39539632,0.33024116,61.36348941,165.0,98.23600368,0.2125,182.9867664,14.77653166
110,1533895200,2018-08-10 03:00:00,6327.85134158,356.03344325,0.33111628,60.80892498,164.62322058,96.4,0.21343835,181.71531001,14.63149397
111,1533902400,2018-08-10 05:00:00,6492.35069999,361.94809122,0.33732216,62.15,167.66488437,99.1338031,0.2225,183.88129842,15.30329014
112,1533909600,2018-08-10 07:00:00,6446.059024,360.18305976,0.3363451,61.68869454,168.73835208,97.9258271,0.21924411,184.89101154,15.12226479
113,1533916800,2018-08-10 09:00:00,6423.72342299,357.26654328,0.332,62.21103725,165.024035,98.8603729,0.23654619,183.17665619,14.96959197
114,1533924000,2018-08-10 11:00:00,6396.84,354.74698759,0.33213315,61.51113183,165.87198779,97.0320749,0.23119884,179.8748975,14.9500001
115,1533931200,2018-08-10 13:00:00,6069.99999725,326.18659287,0.31292812,58.67897413,158.6001238,91.20309886,0.215,167.2,14.26702008
116,1533938400,2018-08-10 15:00:00,6147.0,332.0,0.31938382,58.83345,160.19999998,90.69438982,0.22136536,168.1826,14.27827947
117,1533945600,2018-08-10 17:00:00,6092.1236568,326.0496943,0.31311942,56.67229396,158.39618804,92.28770695,0.21356,165.69901529,14.12877597
118,1533952800,2018-08-10 19:00:00,6106.06194516,318.5099096,0.30055527,56.692599,156.43566098,89.17443004,0.21117557,165.66768712,13.50500681
119,1533960000,2018-08-10 21:00:00,6108.73,314.285547,0.29396443,55.73341837,158.0,90.34824153,0.20585586,165.71275002,13.45
120,1533967200,2018-08-10 23:00:00,6106.63100061,316.51999972,0.29709991,55.94724219,157.09431574,90.11399824,0.20904626,163.707751,13.40479163
121,1533974400,2018-08-11 01:00:00,6109.00000056,315.77000001,0.2982458,55.774171,155.00798017,89.88193036,0.21003233,163.62830554,13.4
122,1533981600,2018-08-11 03:00:00,6107.08082546,314.545159,0.29636599,55.776601,153.94100224,90.1484212,0.20925453,164.6,13.29074476
123,1533988800,2018-08-11 05:00:00,6109.13436762,306.57346793,0.29211576,55.77238894,153.93334179,89.72467477,0.20844428,164.29,13.2
124,1533996000,2018-08-11 07:00:00,6112.0,309.49043246,0.29451766,55.80719664,152.49933188,88.0,0.20716304,163.5,13.20867925
125,1534003200,2018-08-11 09:00:00,6437.0,325.94371389,0.312,59.524711,160.12779832,95.41664015,0.22498,168.8537262,13.65064778
126,1534010400,2018-08-11 11:00:00,6390.99999996,321.48261501,0.30636709,58.2236903,158.80909745,96.88290997,0.21805551,169.22590999,13.41
127,1534017600,2018-08-11 13:00:00,6377.4,323.57,0.3061,58.63278461,159.5496089,96.60477806,0.21950104,169.38915963,13.4818749
128,1534024800,2018-08-11 15:00:00,6220.0,317.78492737,0.29809993,57.59062778,156.6189,92.82836174,0.215,164.78863882,13.19731171
129,1534032000,2018-08-11 17:00:00,6259.36228285,318.2,0.29984038,58.54207893,155.31265643,93.09164521,0.22145,164.18937001,12.98028822
130,1534039200,2018-08-11 19:00:00,6277.96703137,321.93649705,0.30366,59.35164498,157.27232972,94.05876555,0.22292715,165.25338042,13.21369893
131,1534046400,2018-08-11 21:00:00,6335.95,325.73718301,0.30796866,61.021808,163.02332579,95.48149309,0.22729996,168.09014999,13.4536
132,1534053600,2018-08-11 23:00:00,6317.85927502,325.37668464,0.30448342,60.5,159.81701873,95.22627833,0.22772,166.67454883,13.49408749
133,1534060800,2018-08-12 01:00:00,6325.386808,322.10999999,0.30524299,60.10397675,160.00000001,94.51199244,0.2249,165.19487651,13.37
134,1534068000,2018-08-12 03:00:00,6357.50023163,322.17561197,0.30504968,60.20446317,158.16438592,95.2262742,0.2245369,168.16920183,13.42719301
135,1534075200,2018-08-12 05:00:00,6266.0390394,319.136985,0.30069738,58.75250522,158.02355022,94.2929137,0.22,165.24006999,13.32497267
136,1534082400,2018-08-12 07:00:00,6316.52918398,321.63498795,0.3,59.67470307,157.91811173,93.69831559,0.22155388,167.38120947,13.38660722
137,1534089600,2018-08-12 09:00:00,6298.2,320.489491,0.29981712,59.144658,156.57900823,93.00621624,0.22000001,166.30973364,13.23570513
138,1534096800,2018-08-12 11:00:00,6327.51259736,320.01377148,0.29800001,59.39422249,157.19789586,93.96209998,0.22152215,167.40995,13.11779959
139,1534104000,2018-08-12 13:00:00,6370.0,319.84,0.29844569,59.59630433,157.74173078,93.69031794,0.22326603,167.61040277,13.35199736
140,1534111200,2018-08-12 15:00:00,6310.79273054,317.649575,0.2953,59.25054448,157.55057108,92.50194436,0.22479999,167.96801999,13.20295292
141,1534118400,2018-08-12 17:00:00,6331.03792445,319.18515203,0.3,59.253583,158.32576566,91.91220406,0.22359993,166.51785414,13.27374938
142,1534125600,2018-08-12 19:00:00,6353.36143065,319.60488893,0.30030438,59.06000001,157.99789579,92.8626574,0.22546367,169.118,13.28422061
143,1534132800,2018-08-12 21:00:00,6329.11272103,314.53845386,0.29814481,58.915538,158.0,93.63514774,0.22542598,168.58002342,13.21614587
144,1534140000,2018-08-12 23:00:00,6426.55167094,316.51114725,0.30261233,59.58023061,158.87639274,95.54062021,0.23291981,166.61886991,13.21069078
145,1534147200,2018-08-13 01:00:00,6459.8067542,319.65962298,0.30534417,59.288023,160.61,95.7,0.2363,165.36259003,13.38
146,1534154400,2018-08-13 03:00:00,6444.84599469,317.96999247,0.30427298,59.94247901,160.06144196,96.96319243,0.236899,166.84318835,13.38425691
147,1534161600,2018-08-13 05:00:00,6405.3817936,317.20655805,0.30257593,59.3667147,158.17913435,95.00000379,0.2366507,164.36512481,13.25296595
148,1534168800,2018-08-13 07:00:00,6290.313,300.0,0.29469368,57.1657061,153.32478838,92.36349402,0.22800006,156.68091785,12.8324306
149,1534176000,2018-08-13 09:00:00,6222.7353,288.59,0.28265024,56.500135,146.97718555,91.53320479,0.22868,151.68668713,12.5356666
150,1534183200,2018-08-13 11:00:00,6235.44075,289.1309625,0.27951285,56.066045,145.32704955,90.14790837,0.2261,147.2,12.52949342
151,1534190400,2018-08-13 13:00:00,6244.56767801,288.0,0.27797334,56.06024151,144.40876281,90.0,0.22691131,145.02607,12.44130339
152,1534197600,2018-08-13 15:00:00,6247.99951731,283.77,0.27474147,56.746351,143.13678594,88.11778657,0.22,143.50023001,11.91810644
153,1534204800,2018-08-13 17:00:00,6020.99999997,256.15,0.253,50.60141129,126.57727398,80.0,0.201,135.75,10.6
154,1534212000,2018-08-13 19:00:00,5978.7580464,267.25584859,0.26312165,52.0,131.27,82.59555274,0.214,140.40062999,10.86785258
155,1534219200,2018-08-13 21:00:00,5969.85360542,265.496771,0.25827299,51.6792738,133.06722587,82.0,0.2098,141.2,10.78249994
156,1534226400,2018-08-13 23:00:00,6029.99999998,269.145293,0.26336073,51.484057,133.62772696,84.95,0.21247875,139.30553981,10.93159837
157,1534233600,2018-08-14 01:00:00,6041.09971422,265.333333,0.26245035,51.62781287,133.33902589,84.48821521,0.21537092,138.80136999,11.06635411
158,1534240800,2018-08-14 03:00:00,6008.66329635,261.722071,0.2596993,51.06125201,129.35483267,82.34766002,0.20997218,136.11730001,10.801
159,1534248000,2018-08-14 05:00:00,6121.00671591,263.75510196,0.26170003,52.83518606,133.41000707,84.15722597,0.21351559,138.10672,10.90914413
160,1534255200,2018-08-14 07:00:00,6030.3321303,259.88395246,0.2575852,52.11649698,129.71277349,81.65264118,0.21077806,135.86033,10.74272347
161,1534262400,2018-08-14 09:00:00,6023.8044156,255.0,0.26015234,51.36601009,127.00832243,81.55965868,0.2119644,136.08297,10.74272312
162,1534269600,2018-08-14 11:00:00,6083.0,261.78,0.26297877,52.36966568,126.99834832,81.67118019,0.21410001,137.99999999,10.89715285
163,1534276800,2018-08-14 13:00:00,6098.21456751,262.774101,0.26356718,52.62992158,126.83324787,79.47192626,0.21427755,134.15822016,10.90109328
164,1534284000,2018-08-14 15:00:00,6189.72523945,277.69905001,0.27229105,54.17081101,134.56003171,83.92735877,0.2165,138.43940828,11.75752
165,1534291200,2018-08-14 17:00:00,6208.89816215,281.62246177,0.2869,55.31267307,135.16943023,87.8331702,0.22,147.0,12.23979131
166,1534298400,2018-08-14 19:00:00,6291.0,285.38781293,0.28762314,55.548398,139.00733531,89.51316799,0.22692495,150.16066001,11.96626001
167,1534305600,2018-08-14 21:00:00,6285.3,278.926434,0.281,55.16573396,135.44082824,89.302,0.22173584,149.99547,11.9
168,1534312800,2018-08-14 23:00:00,6391.54782835,284.06493136,0.28917633,55.94300959,139.99563233,90.8342293,0.22699999,152.41236663,12.05764623
169,1534320000,2018-08-15 01:00:00,6361.19184768,281.95150664,0.28432187,56.09521009,138.43206667,88.84514987,0.22220761,147.1704843,11.89878544
170,1534327200,2018-08-15 03:00:00,6344.68032516,283.24477201,0.28703307,55.46326031,136.66274977,87.94053494,0.22079773,150.01600001,11.84
171,1534334400,2018-08-15 05:00:00,6330.26769213,283.46000201,0.28300606,55.11214169,136.59525588,88.37189452,0.22145061,151.45467999,11.74449482
172,1534341600,2018-08-15 07:00:00,6430.0,294.14591391,0.29357023,57.26636834,140.79815055,91.25030271,0.22399998,155.2,12.21817061
173,1534348800,2018-08-15 09:00:00,6560.70928869,300.0,0.2976639,58.14424966,140.80809835,92.77500004,0.22978,159.30729001,12.5017534
174,1534356000,2018-08-15 11:00:00,6368.26058267,287.99999999,0.28501145,55.91644523,137.0,89.43970074,0.21850001,156.05039425,12.12549394
175,1534363200,2018-08-15 13:00:00,6414.9,289.51031833,0.29038282,56.54212064,139.65536298,92.0,0.22264507,158.73769994,12.47157654
176,1534370400,2018-08-15 15:00:00,6265.65991614,281.223328,0.28,54.43089843,134.22641723,89.72187454,0.21536961,153.44904382,13.07966249
177,1534377600,2018-08-15 17:00:00,6270.09999953,281.57386227,0.27867776,54.92988098,134.67841685,89.67479114,0.21069851,153.50088,13.716
178,1534384800,2018-08-15 19:00:00,6286.27465064,281.86043785,0.27945096,54.87118667,135.36697277,89.615,0.20900647,154.9901,13.42618592
179,1534392000,2018-08-15 21:00:00,6287.55518851,283.81,0.28033566,54.8279304,134.87092735,89.61500001,0.21199804,154.66798999,13.8
180,1534399200,2018-08-15 23:00:00,6373.6,288.612105,0.28799722,55.82177812,138.2608753,91.0786275,0.2154548,155.40089998,13.98837324
181,1534406400,2018-08-16 01:00:00,6385.7941318,291.39081052,0.29087492,56.26619788,136.7240956,91.55286682,0.21533823,156.0,13.95
182,1534413600,2018-08-16 03:00:00,6429.0542922,295.27781322,0.29245645,56.99137277,140.5459957,91.19503908,0.21991983,156.09282529,13.93214014
183,1534420800,2018-08-16 05:00:00,6338.5,291.48046665,0.28704125,56.0606582,140.3455909,89.61493673,0.21380876,152.17094001,13.87154853
184,1534428000,2018-08-16 07:00:00,6399.0,291.67593044,0.2934,56.153086,140.70918262,91.53403219,0.218,154.13741333,13.91564026
185,1534435200,2018-08-16 09:00:00,6402.01000046,291.215885,0.30031732,56.57375415,141.92975039,91.79782737,0.21595991,152.9729299,14.65
186,1534442400,2018-08-16 11:00:00,6412.98808757,290.95014665,0.29699998,56.67,141.86848494,91.77570418,0.21588,154.04268,14.91
187,1534449600,2018-08-16 13:00:00,6276.0,284.63799949,0.29214992,55.11529852,139.89999991,90.55539522,0.21122748,148.49633166,14.15102388
188,1534456800,2018-08-16 15:00:00,6312.89651855,286.76605,0.2897906,55.11683407,139.88032684,90.55725249,0.2137,150.80473941,13.88158845
189,1534464000,2018-08-16 17:00:00,6337.9,291.28997798,0.2925,55.69906843,139.76295661,91.72292801,0.21660431,153.54397438,13.41460657
190,1534471200,2018-08-16 19:00:00,6417.02869,296.39395,0.29605096,56.2033077,141.63473932,94.27721727,0.21864501,157.0,13.54305507
191,1534478400,2018-08-16 21:00:00,6449.48955198,297.72673749,0.30072685,56.492486,143.8098384,93.28007888,0.219,157.85852188,13.56225067
192,1534485600,2018-08-16 23:00:00,6493.40000001,301.57077116,0.31211309,57.13903664,143.62487554,95.74976491,0.2235,158.24085,13.85691761
