,cur_price_pl,enter_price,cur_sl_pl,stop_loss,tot_price_pl,tot_sl_pl,dxv
0,-0.005012531328320802,7650.0,-0.05526315789473675,8032.5,-0.005012531328320802,0.0,382.5
1,-0.005012531328320802,7650.0,-0.05526315789473675,8032.5,-0.005012531328320802,0.0,382.5
2,-0.007753749873946279,7650.0,-0.05526315789473675,8032.5,-0.007753749873946279,0.0,382.5
3,-0.0003681901029272262,7650.0,-0.05061881666934329,7997.14799267,-0.0003681901029272262,0.0,382.5
4,0.006446048318384251,7650.0,-0.043804578248031696,7945.27906338,0.006446048318384251,0.0,382.5
5,0.014562222384307238,7650.0,-0.03568840418210883,7883.50000126,0.014562222384307238,0.0,382.5
6,0.011732363174593457,7650.0,-0.03568840418210883,7883.50000126,0.011732363174593457,0.0,382.5
7,0.013535907477304458,7650.0,-0.03568840418210883,7883.50000126,0.013535907477304458,0.0,382.5
8,0.009673465245882779,7650.0,-0.03568840418210883,7883.50000126,0.009673465245882779,0.0,382.5
9,0.01035824856258299,7650.0,-0.03568840418210883,7883.50000126,0.01035824856258299,0.0,382.5
10,0.009850963564804228,7650.0,-0.03568840418210883,7883.50000126,0.009850963564804228,0.0,382.5
11,0.03576555919347722,7650.0,-0.01448506737293884,7722.10347979,0.03576555919347722,0.0,382.5
12,0.03706483446087768,7650.0,-0.013185792105538262,7712.21359734,0.03706483446087768,0.0,382.5
13,0.035398319498232585,7650.0,-0.013185792105538262,7712.21359734,0.035398319498232585,0.0,382.5
14,0.027699641260012828,7650.0,-0.013185792105538262,7712.21359734,0.027699641260012828,0.0,382.5
15,0.03401899411564204,7650.0,-0.013185792105538262,7712.21359734,0.03401899411564204,0.0,382.5
16,0.032751021516372734,7650.0,-0.013185792105538262,7712.21359734,0.032751021516372734,0.0,382.5
17,0.023889789834062303,7650.0,-0.013185792105538262,7712.21359734,0.023889789834062303,0.0,382.5
18,0.01726620874304396,7650.0,-0.013185792105538262,7712.21359734,0.01726620874304396,0.0,382.5
19,0.010503680485301592,7650.0,-0.013185792105538262,7712.21359734,0.010503680485301592,0.0,382.5
20,0.03102000873026027,7650.0,-0.013185792105538262,7712.21359734,0.03102000873026027,0.0,382.5
21,0.02581792022225499,7650.0,-0.013185792105538262,7712.21359734,0.02581792022225499,0.0,382.5
22,0.026357636284705357,7650.0,-0.013185792105538262,7712.21359734,0.026357636284705357,0.0,382.5
23,0.018836048501105786,7650.0,-0.013185792105538262,7712.21359734,0.018836048501105786,0.0,382.5
24,0.01984857026798705,7650.0,-0.013185792105538262,7712.21359734,0.01984857026798705,0.0,382.5
25,0.02228832169447479,7650.0,-0.013185792105538262,7712.21359734,0.02228832169447479,0.0,382.5
26,0.020680832234475095,7650.0,-0.013185792105538262,7712.21359734,0.020680832234475095,0.0,382.5
27,0.021367404397284046,7650.0,-0.013185792105538262,7712.21359734,0.021367404397284046,0.0,382.5
28,0.02783101544711452,7650.0,-0.013185792105538262,7712.21359734,0.02783101544711452,0.0,382.5
29,0.04740576932527402,7650.0,-0.002844857241142042,7633.5,0.04740576932527402,0.0,382.5
30,0.08374109535926094,7650.0,0.03349046879284499,7356.92111616,0.08374109535926094,0.0,382.5
31,0.0801710696388128,7650.0,0.03349046879284499,7356.92111616,0.0801710696388128,0.0,382.5
32,0.08107865176367066,7650.0,0.03349046879284499,7356.92111616,0.08107865176367066,0.0,382.5
33,0.08082531326005203,7650.0,0.03349046879284499,7356.92111616,0.08082531326005203,0.0,382.5
34,0.07972381935230234,7650.0,0.03349046879284499,7356.92111616,0.07972381935230234,0.0,382.5
35,0.08981491494731933,7650.0,0.03956428838090327,7310.68814055,0.08981491494731933,0.0,382.5
36,0.07968114703258142,7650.0,0.03956428838090327,7310.68814055,0.07968114703258142,0.0,382.5
37,0.08252857120232933,7650.0,0.03956428838090327,7310.68814055,0.08252857120232933,0.0,382.5
38,0.08813176732681377,7650.0,0.03956428838090327,7310.68814055,0.08813176732681377,0.0,382.5
39,0.07013350372540511,7650.0,0.03956428838090327,7310.68814055,0.07013350372540511,0.0,382.5
40,0.07605875653200993,7650.0,0.03956428838090327,7310.68814055,0.07605875653200993,0.0,382.5
41,0.08510998504380886,7650.0,0.03956428838090327,7310.68814055,0.08510998504380886,0.0,382.5
42,0.0801512009864269,7650.0,0.03956428838090327,7310.68814055,0.0801512009864269,0.0,382.5
43,0.08287679982435174,7650.0,0.03956428838090327,7310.68814055,0.08287679982435174,0.0,382.5
44,0.07764891871021343,7650.0,0.03956428838090327,7310.68814055,0.07764891871021343,0.0,382.5
45,0.07363170955301006,7650.0,0.03956428838090327,7310.68814055,0.07363170955301006,0.0,382.5
46,0.07588769308761781,7650.0,0.03956428838090327,7310.68814055,0.07588769308761781,0.0,382.5
47,0.06317067177748299,7650.0,0.03956428838090327,7310.68814055,0.06317067177748299,0.0,382.5
48,0.06873049306140852,7650.0,0.03956428838090327,7310.68814055,0.06873049306140852,0.0,382.5
49,0.06878950086006852,7650.0,0.03956428838090327,7310.68814055,0.06878950086006852,0.0,382.5
50,0.07977262181098829,7650.0,0.03956428838090327,7310.68814055,0.07977262181098829,0.0,382.5
51,0.08480269504496862,7650.0,0.03956428838090327,7310.68814055,0.08480269504496862,0.0,382.5
52,0.08353808100314519,7650.0,0.03956428838090327,7310.68814055,0.08353808100314519,0.0,382.5
53,0.09061037637126147,7650.0,0.040359749804845524,7304.63321118,0.09061037637126147,0.0,382.5
54,0.08441034632684007,7650.0,0.040359749804845524,7304.63321118,0.08441034632684007,0.0,382.5
55,0.08967005668706732,7650.0,0.040359749804845524,7304.63321118,0.08967005668706732,0.0,382.5
56,0.08797720854635292,7650.0,0.040359749804845524,7304.63321118,0.08797720854635292,0.0,382.5
57,0.09890445066915654,7650.0,0.0486538241027406,7241.5,0.09890445066915654,0.0,382.5
58,0.08977394466558554,7650.0,0.0486538241027406,7241.5,0.08977394466558554,0.0,382.5
59,0.09139611910988586,7650.0,0.0486538241027406,7241.5,0.09139611910988586,0.0,382.5
60,0.08766686197071438,7650.0,0.0486538241027406,7241.5,0.08766686197071438,0.0,382.5
61,0.08893357486362963,7650.0,0.0486538241027406,7241.5,0.08893357486362963,0.0,382.5
62,0.0777532065457763,7650.0,0.0486538241027406,7241.5,0.0777532065457763,0.0,382.5
63,0.0729677215220733,7650.0,0.0486538241027406,7241.5,0.0729677215220733,0.0,382.5
64,0.06835968885077727,7650.0,0.0486538241027406,7241.5,0.06835968885077727,0.0,382.5
65,0.07118449719068924,7650.0,0.0486538241027406,7241.5,0.07118449719068924,0.0,382.5
66,0.06476018051493125,7650.0,0.0486538241027406,7241.5,0.06476018051493125,0.0,382.5
67,0.06486539878978165,7650.0,0.0486538241027406,7241.5,0.06486539878978165,0.0,382.5
68,0.07967448121142735,7650.0,0.0486538241027406,7241.5,0.07967448121142735,0.0,382.5
69,0.11341637181188259,7650.0,0.06316574524546664,7131.0375,0.11341637181188259,0.0,382.5
70,0.11821645617311255,7650.0,0.06796582960669649,7094.5,0.11821645617311255,0.0,382.5
71,0.13554220238615494,7650.0,0.08529157581973901,6962.61909862,0.13554220238615494,0.0,382.5
72,0.133942776656681,7650.0,0.08529157581973901,6962.61909862,0.133942776656681,0.0,382.5
73,0.14107556473012925,7650.0,0.09082493816371319,6920.49999999,0.14107556473012925,0.0,382.5
74,0.1512993192020312,7650.0,0.10104869263561514,6842.67836168,0.1512993192020312,0.0,382.5
75,0.1463436696315954,7650.0,0.10104869263561514,6842.67836168,0.1463436696315954,0.0,382.5
76,0.14490582471958988,7650.0,0.10104869263561514,6842.67836168,0.14490582471958988,0.0,382.5
77,0.15016114419977397,7650.0,0.10104869263561514,6842.67836168,0.15016114419977397,0.0,382.5
78,0.14874578471427272,7650.0,0.10104869263561514,6842.67836168,0.14874578471427272,0.0,382.5
79,0.17908561753044713,7650.0,0.1288349909640311,6631.17335494,0.17908561753044713,0.0,382.5
80,0.1661728269877112,7650.0,0.1288349909640311,6631.17335494,0.1661728269877112,0.0,382.5
81,0.17288320217351882,7650.0,0.1288349909640311,6631.17335494,0.17288320217351882,0.0,382.5
82,0.17514836965452185,7650.0,0.1288349909640311,6631.17335494,0.17514836965452185,0.0,382.5
83,0.16976768719052207,7650.0,0.1288349909640311,6631.17335494,0.16976768719052207,0.0,382.5
84,0.16960924571953093,7650.0,0.1288349909640311,6631.17335494,0.16960924571953093,0.0,382.5
85,0.16648189126851773,7650.0,0.1288349909640311,6631.17335494,0.16648189126851773,0.0,382.5
86,0.17033015264437565,7650.0,0.1288349909640311,6631.17335494,0.17033015264437565,0.0,382.5
87,0.16775869037260796,7650.0,0.1288349909640311,6631.17335494,0.16775869037260796,0.0,382.5
88,0.1694523891427917,7650.0,0.1288349909640311,6631.17335494,0.1694523891427917,0.0,382.5
89,0.1554791967198127,7650.0,0.1288349909640311,6631.17335494,0.1554791967198127,0.0,382.5
90,0.15331437033629836,7650.0,0.1288349909640311,6631.17335494,0.15331437033629836,0.0,382.5
91,0.1491479037622259,7650.0,0.1288349909640311,6631.17335494,0.1491479037622259,0.0,382.5
92,0.150009009451734,7650.0,0.1288349909640311,6631.17335494,0.150009009451734,0.0,382.5
93,0.13494655058297716,7650.0,0.1288349909640311,6631.17335494,0.13494655058297716,0.0,382.5
